Date,Day_of_Week,Month,Weekend,Promotion,Holiday,Temperature,Visitors,Average_Order_Value,Sales
2024-03-10,6,3,1,0,0,36.28,468,23.89,12564.91
2024-03-11,0,3,0,0,0,33.49,449,21.44,9861.19
2024-03-12,1,3,0,0,0,36.66,431,21.09,10269.45
2024-03-13,2,3,0,0,0,30.7,387,23.38,9843.9
2024-03-14,3,3,0,0,0,30.1,349,21.37,7685.12
2024-03-15,4,3,0,0,0,33.45,331,19.7,5989.59
2024-03-16,5,3,1,0,0,34.38,427,22.38,9848.49
2024-03-17,6,3,1,0,0,33.59,451,20.62,9658.05
2024-03-18,0,3,0,0,0,29.57,392,21.27,8085.4
2024-03-19,1,3,0,0,0,33.56,396,20.07,7772.47
2024-03-20,2,3,0,0,1,31.17,435,19.46,9606.44
2024-03-21,3,3,0,0,0,35.15,328,20.51,6991.25
2024-03-22,4,3,0,0,0,34.58,268,17.79,4701.65
2024-03-23,5,3,1,0,0,31.99,407,20.34,9124.09
2024-03-24,6,3,1,0,0,32.87,420,20.69,8725.16
2024-03-25,0,3,0,0,0,31.8,362,21.69,8108.73
2024-03-26,1,3,0,0,0,33.82,403,24.6,10879.85
2024-03-27,2,3,0,0,0,35.87,409,25.87,10700.93
2024-03-28,3,3,0,0,0,32.0,358,23.97,8473.47
2024-03-29,4,3,0,0,0,34.99,272,24.22,6609.74
2024-03-30,5,3,1,0,0,32.93,385,22.66,9074.99
2024-03-31,6,3,1,0,0,32.41,469,24.85,12151.51
2024-04-01,0,4,0,0,0,33.79,366,23.2,8665.7
2024-04-02,1,4,0,0,0,31.93,393,23.56,8941.91
2024-04-03,2,4,0,0,0,32.89,388,24.23,9681.91
2024-04-04,3,4,0,0,0,31.59,311,23.67,7985.62
2024-04-05,4,4,0,0,0,37.91,314,21.2,6400.17
2024-04-06,5,4,1,0,0,34.04,376,26.48,11218.04
2024-04-07,6,4,1,0,0,32.55,430,23.36,10774.66
2024-04-08,0,4,0,0,0,34.36,398,23.38,9691.12
2024-04-09,1,4,0,0,0,33.69,359,25.63,8753.29
2024-04-10,2,4,0,1,0,33.44,515,24.12,13438.11
2024-04-11,3,4,0,1,0,35.09,464,21.18,9912.51
2024-04-12,4,4,0,1,0,35.34,454,24.05,11853.97
2024-04-13,5,4,1,1,0,32.74,545,27.18,15899.2
2024-04-14,6,4,1,1,0,32.61,608,28.08,18321.6
2024-04-15,0,4,0,0,0,33.17,392,17.99,6181.84
2024-04-16,1,4,0,0,0,29.08,387,20.37,7165.07
2024-04-17,2,4,0,0,0,30.6,376,18.82,7071.43
2024-04-18,3,4,0,0,0,36.32,348,19.35,6088.82
2024-04-19,4,4,0,0,0,36.83,311,23.59,8293.07
2024-04-20,5,4,1,0,0,32.99,409,19.08,7610.63
2024-04-21,6,4,1,0,0,34.58,425,22.02,10240.18
2024-04-22,0,4,0,0,0,33.99,371,21.23,7399.58
2024-04-23,1,4,0,0,0,39.47,361,22.61,8562.6
2024-04-24,2,4,0,0,0,35.48,416,21.63,10197.84
2024-04-25,3,4,0,0,0,32.92,301,22.46,7420.55
2024-04-26,4,4,0,0,0,31.19,291,21.93,7658.88
2024-04-27,5,4,1,0,0,29.82,388,24.92,11327.38
2024-04-28,6,4,1,0,0,33.37,464,24.45,12652.32
2024-04-29,0,4,0,0,0,31.37,379,24.79,9282.79
2024-04-30,1,4,0,0,1,29.96,506,23.61,12028.82
2024-05-01,2,5,0,0,0,31.42,353,24.94,9234.8
2024-05-02,3,5,0,0,0,30.47,338,24.44,7774.78
2024-05-03,4,5,0,0,0,35.92,285,26.18,7656.06
2024-05-04,5,5,1,0,0,34.22,458,25.8,12275.73
2024-05-05,6,5,1,0,0,32.34,410,23.01,10239.71
2024-05-06,0,5,0,0,0,35.22,392,25.75,9880.2
2024-05-07,1,5,0,0,0,32.32,408,22.11,8720.77
2024-05-08,2,5,0,0,0,30.34,378,22.04,8442.24
2024-05-09,3,5,0,0,0,35.01,324,21.63,6885.26
2024-05-10,4,5,0,0,0,32.93,300,24.06,7044.93
2024-05-11,5,5,1,0,0,29.67,403,19.78,8341.29
2024-05-12,6,5,1,0,0,31.26,433,27.19,11232.26
2024-05-13,0,5,0,0,0,29.78,406,22.11,8975.99
2024-05-14,1,5,0,0,0,28.65,445,20.48,9073.87
2024-05-15,2,5,0,0,0,33.15,351,19.75,6201.1
2024-05-16,3,5,0,0,0,35.0,291,20.05,5506.49
2024-05-17,4,5,0,0,0,28.26,299,20.3,5900.15
2024-05-18,5,5,1,0,0,32.06,464,21.98,10560.31
2024-05-19,6,5,1,0,0,29.51,414,21.96,9741.68
2024-05-20,0,5,0,0,0,29.71,420,19.97,9109.4
2024-05-21,1,5,0,0,0,29.37,429,19.85,9154.3
2024-05-22,2,5,0,0,0,28.69,348,20.3,6692.12
2024-05-23,3,5,0,0,0,30.38,337,20.69,7526.1
2024-05-24,4,5,0,0,0,28.49,338,23.18,8748.2
2024-05-25,5,5,1,1,0,30.56,516,27.89,16256.53
2024-05-26,6,5,1,1,0,29.78,555,23.11,15016.99
2024-05-27,0,5,0,1,0,29.26,491,27.5,15599.25
2024-05-28,1,5,0,1,0,27.78,488,27.26,14928.89
2024-05-29,2,5,0,1,0,28.3,472,27.33,14135.59
2024-05-30,3,5,0,0,0,30.82,288,23.58,8379.55
2024-05-31,4,5,0,0,0,30.16,295,26.06,7904.76
2024-06-01,5,6,1,0,0,27.06,373,27.41,10812.57
2024-06-02,6,6,1,0,0,29.06,433,24.83,11093.25
2024-06-03,0,6,0,0,0,30.21,333,24.99,8947.32
2024-06-04,1,6,0,0,0,25.22,388,22.71,8291.33
2024-06-05,2,6,0,0,0,29.49,376,21.79,8664.38
2024-06-06,3,6,0,0,0,26.92,266,22.53,5944.28
2024-06-07,4,6,0,0,0,29.23,300,24.31,6347.97
2024-06-08,5,6,1,0,0,26.41,419,25.45,11687.77
2024-06-09,6,6,1,0,0,24.17,393,24.27,9443.1
2024-06-10,0,6,0,0,0,24.36,410,22.57,9893.95
2024-06-11,1,6,0,0,0,27.55,386,21.76,9182.38
2024-06-12,2,6,0,0,0,27.81,333,19.57,6676.61
2024-06-13,3,6,0,0,0,25.32,310,20.79,6282.28
2024-06-14,4,6,0,0,0,28.24,300,21.04,7039.51
2024-06-15,5,6,1,0,0,23.48,387,22.25,8805.28
2024-06-16,6,6,1,0,0,26.5,433,22.8,9895.89
2024-06-17,0,6,0,0,0,24.05,341,20.58,7762.41
2024-06-18,1,6,0,0,0,25.0,376,20.15,8611.42
2024-06-19,2,6,0,0,0,26.23,312,21.44,6909.16
2024-06-20,3,6,0,0,0,24.25,305,20.1,6859.3
2024-06-21,4,6,0,0,0,25.03,260,19.21,5913.6
2024-06-22,5,6,1,0,0,27.64,362,22.24,8557.99
2024-06-23,6,6,1,0,0,24.3,446,21.86,10381.17
2024-06-24,0,6,0,0,0,26.96,387,20.99,9018.25
2024-06-25,1,6,0,0,0,22.86,383,22.3,9614.5
2024-06-26,2,6,0,0,0,26.0,316,21.83,7425.22
2024-06-27,3,6,0,0,0,27.66,295,23.01,6610.25
2024-06-28,4,6,0,0,0,19.66,309,21.02,7541.22
2024-06-29,5,6,1,0,1,22.84,460,25.99,12944.35
2024-06-30,6,6,1,0,0,25.41,469,25.88,12486.91
2024-07-01,0,7,0,0,0,23.68,365,23.26,8566.07
2024-07-02,1,7,0,0,0,24.66,368,25.48,9924.15
2024-07-03,2,7,0,0,0,22.53,331,25.78,8699.25
2024-07-04,3,7,0,0,0,23.74,302,21.75,6481.55
2024-07-05,4,7,0,0,0,23.09,270,22.71,6024.84
2024-07-06,5,7,1,0,0,25.56,390,23.82,9468.16
2024-07-07,6,7,1,0,0,23.56,431,23.11,10361.57
2024-07-08,0,7,0,0,0,23.56,332,23.76,6408.79
2024-07-09,1,7,0,1,0,21.89,456,25.21,11896.95
2024-07-10,2,7,0,1,0,21.57,419,24.58,10983.97
2024-07-11,3,7,0,1,0,21.51,437,21.48,9500.58
2024-07-12,4,7,0,1,0,22.99,372,24.98,10164.55
2024-07-13,5,7,1,1,0,21.19,444,23.28,11516.43
2024-07-14,6,7,1,0,0,22.44,412,21.42,10115.0
2024-07-15,0,7,0,0,0,25.85,409,20.04,8982.1
2024-07-16,1,7,0,0,0,23.27,355,21.55,7592.5
2024-07-17,2,7,0,0,0,20.71,351,17.55,6310.39
2024-07-18,3,7,0,0,0,23.6,293,15.09,4661.73
2024-07-19,4,7,0,0,0,20.22,263,20.11,5401.02
2024-07-20,5,7,1,0,0,16.79,387,24.34,10348.57
2024-07-21,6,7,1,0,0,18.69,391,23.89,9849.76
2024-07-22,0,7,0,0,0,16.8,350,21.3,7287.45
2024-07-23,1,7,0,0,0,19.68,359,20.74,8741.22
2024-07-24,2,7,0,0,0,20.26,310,23.21,8452.03
2024-07-25,3,7,0,0,0,23.42,312,21.06,7127.0
2024-07-26,4,7,0,0,0,20.56,257,23.73,7353.38
2024-07-27,5,7,1,0,0,19.31,341,25.73,9767.6
2024-07-28,6,7,1,0,0,21.25,408,26.95,11609.52
2024-07-29,0,7,0,0,0,15.02,317,28.3,10162.37
2024-07-30,1,7,0,0,0,19.76,348,24.97,8522.58
2024-07-31,2,7,0,0,0,20.68,322,23.72,7624.25
2024-08-01,3,8,0,0,0,16.03,310,24.45,7073.47
2024-08-02,4,8,0,0,0,21.13,270,21.72,5460.65
2024-08-03,5,8,1,0,0,19.37,356,24.62,8830.86
2024-08-04,6,8,1,0,0,17.72,411,24.74,9982.18
2024-08-05,0,8,0,0,0,19.67,370,22.68,7970.83
2024-08-06,1,8,0,0,0,22.8,358,23.25,7311.28
2024-08-07,2,8,0,0,0,18.49,319,21.29,6296.85
2024-08-08,3,8,0,0,0,18.48,247,23.68,5502.54
2024-08-09,4,8,0,0,0,16.93,228,21.48,4630.3
2024-08-10,5,8,1,0,0,16.01,345,22.47,8065.59
2024-08-11,6,8,1,0,0,19.24,372,21.54,8485.09
2024-08-12,0,8,0,0,0,15.74,328,20.37,6974.99
2024-08-13,1,8,0,0,0,17.46,342,21.07,7751.33
2024-08-14,2,8,0,0,0,16.24,329,18.32,5953.11
2024-08-15,3,8,0,0,0,18.03,274,18.53,4809.42
2024-08-16,4,8,0,0,0,17.61,264,19.06,4878.26
2024-08-17,5,8,1,0,0,18.9,351,19.1,7326.08
2024-08-18,6,8,1,0,1,15.68,415,20.11,9687.29
2024-08-19,0,8,0,0,0,16.05,306,19.43,5940.31
2024-08-20,1,8,0,0,0,14.52,334,21.84,7026.65
2024-08-21,2,8,0,0,0,15.47,283,21.38,6118.93
2024-08-22,3,8,0,0,0,17.01,288,21.77,6569.62
2024-08-23,4,8,0,1,0,17.66,417,26.78,12436.88
2024-08-24,5,8,1,1,0,14.19,507,27.31,15023.21
2024-08-25,6,8,1,1,0,17.67,506,28.6,15635.75
2024-08-26,0,8,0,1,0,18.55,494,26.81,13599.24
2024-08-27,1,8,0,1,0,16.56,469,27.76,13703.43
2024-08-28,2,8,0,0,0,19.39,302,23.29,6433.57
2024-08-29,3,8,0,0,0,14.0,256,20.72,5288.59
2024-08-30,4,8,0,0,0,12.97,239,24.28,4683.94
2024-08-31,5,8,1,0,0,11.81,335,28.12,9417.14
2024-09-01,6,9,1,0,0,18.28,384,27.27,10757.18
2024-09-02,0,9,0,0,0,16.51,328,25.61,8141.58
2024-09-03,1,9,0,0,0,15.01,333,25.71,9457.96
2024-09-04,2,9,0,0,0,15.6,319,23.6,7412.17
2024-09-05,3,9,0,0,0,12.72,299,23.31,6299.64
2024-09-06,4,9,0,0,0,19.79,268,21.59,6291.3
2024-09-07,5,9,1,0,0,15.08,306,23.03,7369.99
2024-09-08,6,9,1,0,0,14.98,314,23.9,8668.33
2024-09-09,0,9,0,0,0,16.14,346,22.79,8288.35
2024-09-10,1,9,0,0,0,15.59,297,20.32,7298.82
2024-09-11,2,9,0,0,0,15.02,301,19.47,5831.4
2024-09-12,3,9,0,0,0,12.94,238,19.84,4943.02
2024-09-13,4,9,0,0,0,15.41,198,20.52,4092.3
2024-09-14,5,9,1,0,0,18.18,355,18.85,8315.46
2024-09-15,6,9,1,0,0,17.06,395,17.57,7645.59
2024-09-16,0,9,0,0,0,17.51,307,18.8,6937.48
2024-09-17,1,9,0,0,0,13.26,265,18.0,6351.71
2024-09-18,2,9,0,0,0,12.26,292,19.38,6149.53
2024-09-19,3,9,0,0,0,13.95,276,20.31,5989.71
2024-09-20,4,9,0,0,0,14.28,205,20.3,4490.57
2024-09-21,5,9,1,0,0,16.33,345,25.16,8390.63
2024-09-22,6,9,1,0,0,10.73,375,23.99,9370.75
2024-09-23,0,9,0,0,0,17.15,335,22.97,7997.39
2024-09-24,1,9,0,0,0,13.75,332,23.95,7777.54
2024-09-25,2,9,0,0,0,13.2,280,21.76,5242.24
2024-09-26,3,9,0,0,0,12.01,296,25.42,7227.1
2024-09-27,4,9,0,0,0,10.71,237,24.05,6151.36
2024-09-28,5,9,1,0,0,15.66,339,26.88,9832.2
2024-09-29,6,9,1,0,0,14.15,352,24.38,8703.86
2024-09-30,0,9,0,0,0,11.42,309,22.16,6934.37
2024-10-01,1,10,0,0,0,11.41,307,25.6,7378.93
2024-10-02,2,10,0,0,0,13.33,300,24.73,6378.62
2024-10-03,3,10,0,0,0,17.35,308,22.5,6295.77
2024-10-04,4,10,0,0,0,13.5,207,22.16,5138.56
2024-10-05,5,10,1,0,0,11.02,300,26.2,8158.82
2024-10-06,6,10,1,0,0,13.55,412,22.24,9553.36
2024-10-07,0,10,0,1,0,13.51,445,27.96,13235.16
2024-10-08,1,10,0,1,0,8.68,442,23.63,12303.18
2024-10-09,2,10,0,1,0,13.99,461,25.44,13527.74
2024-10-10,3,10,0,1,0,13.66,381,23.54,11090.83
2024-10-11,4,10,0,1,0,15.55,417,24.55,11331.12
2024-10-12,5,10,1,0,0,17.88,357,20.52,8299.9
2024-10-13,6,10,1,0,0,16.47,364,20.88,7767.83
2024-10-14,0,10,0,0,0,13.72,375,19.58,8348.35
2024-10-15,1,10,0,0,0,12.09,315,18.01,5462.99
2024-10-16,2,10,0,0,0,19.49,324,20.73,7087.71
2024-10-17,3,10,0,0,0,14.51,274,19.07,4949.62
2024-10-18,4,10,0,0,0,14.47,275,19.8,5331.87
2024-10-19,5,10,1,0,0,14.44,381,20.54,8026.85
2024-10-20,6,10,1,0,0,14.94,378,18.64,7272.38
2024-10-21,0,10,0,0,0,14.31,303,21.19,6800.08
2024-10-22,1,10,0,0,0,13.51,343,25.62,9089.08
2024-10-23,2,10,0,0,0,13.63,290,23.7,7729.78
2024-10-24,3,10,0,0,0,14.72,319,22.99,7262.98
2024-10-25,4,10,0,0,0,13.77,248,23.08,6207.74
2024-10-26,5,10,1,0,0,13.5,334,25.39,9187.12
2024-10-27,6,10,1,0,1,15.22,463,26.49,12833.93
2024-10-28,0,10,0,0,0,14.57,290,22.61,5892.61
2024-10-29,1,10,0,0,0,18.17,309,26.16,7664.36
2024-10-30,2,10,0,0,0,9.94,339,25.56,8922.08
2024-10-31,3,10,0,0,0,17.51,254,25.45,6333.43
2024-11-01,4,11,0,0,0,17.9,220,24.82,5069.49
2024-11-02,5,11,1,0,0,11.36,358,25.39,9729.48
2024-11-03,6,11,1,0,0,14.91,410,25.98,10655.77
2024-11-04,0,11,0,0,0,14.95,344,23.9,8606.09
2024-11-05,1,11,0,0,0,12.97,360,21.99,8252.13
2024-11-06,2,11,0,0,0,14.33,292,21.14,6252.59
2024-11-07,3,11,0,0,0,13.77,237,21.63,5022.59
2024-11-08,4,11,0,0,0,19.6,286,23.31,6582.99
2024-11-09,5,11,1,0,0,18.07,339,20.17,7919.52
2024-11-10,6,11,1,0,0,18.85,377,19.44,8731.92
2024-11-11,0,11,0,0,0,17.86,362,20.08,7323.4
2024-11-12,1,11,0,0,0,14.27,352,19.7,7456.01
2024-11-13,2,11,0,0,0,15.6,325,19.77,5759.73
2024-11-14,3,11,0,0,0,17.74,329,19.88,6495.66
2024-11-15,4,11,0,0,0,14.44,235,19.29,4671.03
2024-11-16,5,11,1,0,0,18.43,374,23.57,8983.7
2024-11-17,6,11,1,0,0,16.65,387,19.24,7524.45
2024-11-18,0,11,0,0,0,16.51,338,19.29,6141.64
2024-11-19,1,11,0,0,0,18.81,379,20.83,7874.2
2024-11-20,2,11,0,0,0,18.4,330,19.02,5974.08
2024-11-21,3,11,0,1,0,16.92,422,25.24,10220.43
2024-11-22,4,11,0,1,0,20.1,411,28.51,11297.96
2024-11-23,5,11,1,1,0,15.75,474,28.05,14031.39
2024-11-24,6,11,1,1,0,19.28,498,28.82,15558.32
2024-11-25,0,11,0,1,0,19.38,439,25.47,10453.73
2024-11-26,1,11,0,0,0,17.71,295,23.24,7215.58
2024-11-27,2,11,0,0,0,19.13,372,23.81,8346.87
2024-11-28,3,11,0,0,0,16.12,254,24.01,6505.07
2024-11-29,4,11,0,0,0,20.61,252,26.41,6330.2
2024-11-30,5,11,1,0,0,18.54,350,26.71,9942.96
2024-12-01,6,12,1,0,0,18.02,400,24.0,10163.57
2024-12-02,0,12,0,0,0,21.31,359,24.23,7817.7
2024-12-03,1,12,0,0,0,17.96,369,24.22,9434.73
2024-12-04,2,12,0,0,0,16.7,309,24.73,7956.72
2024-12-05,3,12,0,0,0,16.56,281,24.89,8196.45
2024-12-06,4,12,0,0,0,21.04,269,20.48,8291.27
2024-12-07,5,12,1,0,0,17.42,355,21.76,8328.17
2024-12-08,6,12,1,0,0,23.65,437,20.6,11328.31
2024-12-09,0,12,0,0,0,16.14,355,20.18,8075.77
2024-12-10,1,12,0,0,0,23.86,370,20.84,8155.44
2024-12-11,2,12,0,0,0,21.05,344,21.32,7587.24
2024-12-12,3,12,0,0,0,20.59,319,19.51,6251.01
2024-12-13,4,12,0,0,0,19.86,270,19.03,5033.53
2024-12-14,5,12,1,0,0,21.91,332,21.24,7777.84
2024-12-15,6,12,1,0,0,21.21,410,19.87,7963.97
2024-12-16,0,12,0,0,0,23.65,330,22.97,7839.98
2024-12-17,1,12,0,0,0,21.84,342,17.73,5724.51
2024-12-18,2,12,0,0,0,22.08,346,20.81,6473.51
2024-12-19,3,12,0,0,0,21.22,324,24.02,7306.33
2024-12-20,4,12,0,0,0,22.0,270,21.49,6052.68
2024-12-21,5,12,1,0,0,22.9,377,23.21,8668.04
2024-12-22,6,12,1,0,0,19.04,447,23.48,10806.86
2024-12-23,0,12,0,0,0,19.93,356,22.75,7428.84
2024-12-24,1,12,0,0,0,24.28,425,25.53,10875.98
2024-12-25,2,12,0,0,0,23.31,350,20.54,7223.84
2024-12-26,3,12,0,0,0,22.77,253,26.47,7310.56
2024-12-27,4,12,0,0,0,23.35,293,22.24,6285.46
2024-12-28,5,12,1,0,0,24.18,383,25.59,10523.98
2024-12-29,6,12,1,0,0,22.58,441,25.34,11719.07
2024-12-30,0,12,0,0,1,22.27,451,25.26,12703.28
